Regno Lact DIM no_test Ageday milk htd milk.1 fat pro L1 L2 L3 L4 L5 L6
7848867 1 86 3 895 39.6 15502139210 39.6 1.1 1.3 0.707 -0.567 -0.282 0.835 1.052 -0.392
1499574 1 162 3 889 37.2 103213923 37.2 1.28 1.28 0.707 0.058 -0.785 -0.131 0.794 0.204
4178974 1 142 3 816 39 350713918 39 1.31 1.31 0.707 -0.107 -0.773 0.242 0.79 -0.37
8415467 1 136 3 814 24 37713918 24 0.85 0.74 0.707 -0.156 -0.752 0.348 0.785 -0.519
8806204 1 177 3 812 39 2302913875 39 1.13 1.25 0.707 0.181 -0.739 -0.399 0.783 0.585
7405894 1 79 3 922 24.4 18413856 24.4 0.83 0.78 0.707 -0.625 -0.174 0.811 1.217 -0.157
1473694 1 92 3 866 44 115913914 44 1.06 1.24 0.707 -0.518 -0.367 0.833 0.95 -0.558
6609644 1 28 3 808 38 10413871 38 0.87 0 0.707 -1.044 0.932 -0.504 5.116 0.651
5004927 1 64 3 1020 40 15413857 40 0 0 0.707 -0.748 0.094 0.648 1.79 0.42
9359344 1 52 3 871 25 2713859 25 0.75 0 0.707 -0.847 0.343 0.395 2.535 0.824
4207394 1 256 3 971 42.2 355913939 42.2 0.99 1.38 0.707 0.83 0.299 -0.445 2.389 -0.768
3153764 1 100 3 800 34 246413924 34 1.31 1.32 0.707 -0.452 -0.467 0.801 0.859 -0.718
1548080 1 37 3 782 41.6 105913931 41.6 1.15 1.14 0.707 -0.97 0.697 -0.101 3.947 0.957
4124216 1 34 3 744 39 350413896 39 0 0 0.707 -0.995 0.773 -0.226 4.307 0.896
3165709 1 200 3 903 41.6 201613939 41.6 1.45 1.49 0.707 0.37 -0.574 -0.719 0.8 0.809
1340467 1 124 3 821 14.8 115913862 14.8 0.59 0.41 0.707 -0.255 -0.688 0.542 0.778 -0.737
7823450 1 142 3 879 28 1057138810 28 0.68 0.78 0.707 -0.107 -0.773 0.242 0.79 -0.37
4117103 1 12 4 741 28 3558138812 28 0.77 0.67 0.707 -1.175 1.394 -1.441 7.937 -1.118
1428241 1 204 3 955 22.6 67313892 22.6 0.49 0.57 0.707 0.403 -0.534 -0.757 0.818 0.787
7868125 1 152 3 912 28.6 1556313944 28.6 0.86 0.82 0.707 -0.025 -0.79 0.056 0.795 -0.088
3165644 1 179 3 961 27 262113939 27 0.68 1.06 0.707 0.197 -0.729 -0.432 0.781 0.625
1340390 1 24 3 821 30 1106138612 30 0 0 0.707 -1.077 1.043 -0.711 5.726 0.378
4162092 1 178 3 899 47.4 350013917 47.4 0 0 0.707 0.189 -0.734 -0.416 0.782 0.605
7821411 1 75 3 2342 14.2 1554413867 14.2 0.46 0.4 0.707 -0.658 -0.107 0.783 1.337 -0.009
9709229 1 9 3 777 27 123413936 27 0.89 0.81 0.707 -1.2 1.487 -1.651 8.587 -1.686
1504708 1 93 3 872 26 1068139110 26 0.6 0.85 0.707 -0.51 -0.38 0.831 0.936 -0.582
2062313 1 185 3 1127 47.6 10139210 47.6 1.46 1.65 0.707 0.247 -0.694 -0.527 0.779 0.724
7856399 1 75 3 775 22.4 1551513933 22.4 0.61 0.72 0.707 -0.658 -0.107 0.783 1.337 -0.009
3121008 1 292 3 1110 27.6 217613899 27.6 0.83 0 0.707 1.126 1.214 1.055 6.756 0.229
1538218 1 240 3 1088 29 13513936 29 0.62 0.88 0.707 0.699 -0.019 -0.733 1.52 -0.185
1499663 1 91 3 783 21 1045139111 21 1.1 0.67 0.707 -0.526 -0.353 0.835 0.965 -0.533
8117407 1 108 2 999 20.5 1657513869 20.5 0.77 0.74 0.707 -0.386 -0.555 0.738 0.808 -0.801
1341780 1 79 3 808 32 3138611 32 0 0 0.707 -0.625 -0.174 0.811 1.217 -0.157
1327442 1 46 3 761 35 10713876 35 1.12 1.01 0.707 -0.896 0.479 0.222 3.028 0.947
2078563 1 193 3 1013 36 3613941 36 1.26 1.07 0.707 0.312 -0.636 -0.638 0.783 0.801
5024062 1 38 3 771 35 15413917 35 0 0 0.707 -0.962 0.672 -0.061 3.833 0.969
5023225 1 147 3 889 30 15413911 30 0 0 0.707 -0.066 -0.784 0.15 0.793 -0.233
3152863 1 47 3 770 30.9 220913922 30.9 0 0 0.707 -0.888 0.455 0.253 2.939 0.932
7839150 1 87 3 825 38.8 1551313915 38.8 1.11 1.05 0.707 -0.559 -0.297 0.836 1.032 -0.422
4153796 1 26 3 749 27 355913907 27 0.86 0.84 0.707 -1.06 0.987 -0.606 5.414 0.526
4176832 1 129 3 945 35 360013922 35 0.87 1.17 0.707 -0.214 -0.718 0.465 0.78 -0.661
5005669 1 159 3 899 31 15413869 31 0 0 0.707 0.033 -0.789 -0.075 0.795 0.118
1339562 1 210 3 1072 24.8 117613879 24.8 1.04 0.83 0.707 0.452 -0.467 -0.801 0.859 0.718
5005337 1 281 3 1096 29 15413868 29 0 0 0.707 1.036 0.905 0.455 4.973 -0.704
2053191 1 26 3 812 33 2713885 33 0.56 0 0.707 -1.06 0.987 -0.606 5.414 0.526
4203435 1 57 3 790 31 360013938 31 1.09 0.9 0.707 -0.806 0.235 0.515 2.188 0.673
8620227 1 82 3 787 52 39013943 52 1.32 1.38 0.707 -0.6 -0.221 0.825 1.139 -0.262
7854364 1 31 3 1585 17.6 15535139312 17.6 0.54 0.56 0.707 -1.019 0.852 -0.36 4.696 0.796
9360899 1 194 3 1225 30.5 27138712 30.5 0.46 0 0.707 0.321 -0.628 -0.651 0.785 0.806
2063714 1 179 3 893 31.8 1013939 31.8 1.11 1.02 0.707 0.197 -0.729 -0.432 0.781 0.625
4087609 1 126 3 878 36.3 352313869 36.3 0 0 0.707 -0.238 -0.701 0.512 0.779 -0.71
1285272 1 173 3 902 33.4 100913858 33.4 0.98 1.04 0.707 0.148 -0.756 -0.331 0.786 0.496
5018728 1 193 3 1277 16 5172138812 16 0.62 0.5 0.707 0.312 -0.636 -0.638 0.783 0.801
5021937 1 197 3 880 33 154138910 33 0 0 0.707 0.345 -0.602 -0.686 0.791 0.813
1484654 1 260 3 1141 19 133613928 19 0.73 0.7 0.707 0.863 0.387 -0.341 2.689 -0.873
3166991 1 117 3 861 38 14613941 38 1.33 1.14 0.707 -0.312 -0.636 0.638 0.783 -0.801
7421191 1 111 3 849 31.2 1303713938 31.2 0.92 0.81 0.707 -0.362 -0.584 0.708 0.797 -0.812
1510372 1 261 3 969 30.8 122613924 30.8 0.55 1.03 0.707 0.871 0.41 -0.312 2.77 -0.895
1677845 1 94 3 1447 24.6 1509139310 24.6 0.78 0.76 0.707 -0.501 -0.393 0.828 0.923 -0.605
1398446 1 115 3 939 37.2 1046138910 37.2 1.83 1.18 0.707 -0.329 -0.62 0.663 0.786 -0.809
1409693 1 300 3 968 29.01 123413901 29.01 1.01 1.15 0.707 1.192 1.455 1.58 8.366 1.486
7417412 1 253 3 981 15 18413924 15 0.69 0 0.707 0.806 0.235 -0.515 2.188 -0.673
1426184 1 127 3 1037 33.8 110213906 33.8 1.18 1.12 0.707 -0.23 -0.707 0.496 0.779 -0.694
7822173 1 135 3 884 35.2 20113889 35.2 1.34 1.08 0.707 -0.164 -0.748 0.365 0.784 -0.541
4130405 1 76 4 824 34.51 11213899 34.51 1.49 1.06 0.707 -0.649 -0.124 0.791 1.305 -0.047
4083944 1 110 3 846 33.8 17613877 33.8 0.76 0.92 0.707 -0.37 -0.574 0.719 0.8 -0.809
1427191 1 250 3 997 17 673138512 17 0 0 0.707 0.781 0.174 -0.577 2.006 -0.569
1485323 1 112 3 809 37.6 15651139110 37.6 0.93 1.28 0.707 -0.353 -0.593 0.697 0.794 -0.813
9729315 1 41 3 963 24 31215139212 24 0.94 0.65 0.707 -0.937 0.598 0.052 3.51 0.984
1372721 1 184 3 844 23 1136138612 23 1.15 0.81 0.707 0.238 -0.701 -0.512 0.779 0.71
2050830 1 284 3 991 22.4 5139012 22.4 0.69 0.85 0.707 1.06 0.987 0.606 5.414 -0.526
2064520 1 117 3 844 44 1013942 44 1.02 1.18 0.707 -0.312 -0.636 0.638 0.783 -0.801
1371599 1 118 3 852 33.9 104613888 33.9 1.39 1.05 0.707 -0.304 -0.644 0.625 0.782 -0.795
1446195 1 233 3 1083 27.6 120413913 27.6 0.72 0.99 0.707 0.641 -0.141 -0.798 1.274 0.084
2052700 1 184 3 867 32.8 2139112 32.8 0.9 0 0.707 0.238 -0.701 -0.512 0.779 0.71
6416580 1 263 3 1001 35 925113909 35 0.37 1.15 0.707 0.888 0.455 -0.253 2.939 -0.932
8217177 1 79 3 875 24 1710513925 24 0.55 0 0.707 -0.625 -0.174 0.811 1.217 -0.157
4185160 1 96 3 845 41 360013928 41 0.94 0.97 0.707 -0.485 -0.419 0.821 0.899 -0.647
1482343 1 114 3 890 39 106013921 39 1.19 1.28 0.707 -0.337 -0.611 0.675 0.788 -0.812
1338455 1 53 3 791 12.9 123413872 12.9 0 0 0.707 -0.838 0.321 0.421 2.461 0.796
1531082 1 257 3 957 33 313924 33 0 0 0.707 0.838 0.321 -0.421 2.461 -0.796
1363876 1 225 3 945 24 2013889 24 0.84 0.74 0.707 0.575 -0.267 -0.833 1.072 0.361
1494959 1 103 3 936 32.4 137413909 32.4 1 1.12 0.707 -0.427 -0.502 0.781 0.836 -0.758
1559646 1 161 3 870 37 1060139310 37 0.8 1.11 0.707 0.049 -0.787 -0.113 0.794 0.176
2053321 1 201 3 1097 25.5 2713895 25.5 0.77 0 0.707 0.378 -0.565 -0.729 0.804 0.806
1602497 1 56 3 740 34.9 110013933 34.9 0 0 0.707 -0.814 0.256 0.493 2.253 0.706
7827835 1 282 3 1049 39.6 15518139010 39.6 0.89 1.35 0.707 1.044 0.932 0.504 5.116 -0.651
7856296 1 185 3 892 44 1551513935 44 1.61 1.44 0.707 0.247 -0.694 -0.527 0.779 0.724
1243162 1 8 3 1045 26.2 100913852 26.2 0.79 1.07 0.707 -1.208 1.518 -1.723 8.814 -1.895
5020005 1 185 3 1253 27.8 15413883 27.8 0 0 0.707 0.247 -0.694 -0.527 0.779 0.724
1358283 1 154 3 952 37 102313893 37 1.01 0.95 0.707 -0.008 -0.79 0.019 0.795 -0.03
5023591 1 42 3 779 37.9 15413911 37.9 0 0 0.707 -0.929 0.573 0.088 3.408 0.983
9708467 1 285 3 1170 31.6 119413943 31.6 0 0 0.707 1.069 1.015 0.658 5.568 -0.455
4189711 1 46 3 803 36.5 352213937 36.5 1.27 1.07 0.707 -0.896 0.479 0.222 3.028 0.947
3122288 1 11 3 723 33 220913892 33 0.99 1.12 0.707 -1.184 1.425 -1.51 8.149 -1.297
1542439 1 57 3 818 41.8 139313927 41.8 0.73 1.16 0.707 -0.806 0.235 0.515 2.188 0.673
1572377 1 15 3 745 31.9 120913934 31.9 1 0.97 0.707 -1.151 1.303 -1.243 7.327 -0.635
3139938 1 190 3 909 34 20913918 34 0.95 0 0.707 0.288 -0.66 -0.599 0.78 0.78
5023073 1 123 3 804 33.8 15413909 33.8 0 0 0.707 -0.263 -0.681 0.556 0.779 -0.75
9711400 1 151 3 809 33.99 123413943 33.99 1.02 1.02 0.707 -0.033 -0.789 0.075 0.795 -0.118
7862629 1 245 3 1102 32.2 12413929 32.2 0.96 1.17 0.707 0.74 0.075 -0.664 1.741 -0.381
1425840 1 185 3 871 36 120913895 36 1.34 0.8 0.707 0.247 -0.694 -0.527 0.779 0.724
7853683 1 192 3 994 36.8 108713932 36.8 0.5 1.2 0.707 0.304 -0.644 -0.625 0.782 0.795
8615488 1 210 3 889 38 39013932 38 1.12 1.23 0.707 0.452 -0.467 -0.801 0.859 0.718
2065099 1 60 3 766 50.4 241913907 50.4 1.26 1.55 0.707 -0.781 0.174 0.577 2.006 0.569
4188481 1 268 3 985 34 355913932 34 1.1 1.03 0.707 0.929 0.573 -0.088 3.408 -0.983
4156185 1 85 3 771 28.2 352513914 28.2 0.3 0.78 0.707 -0.575 -0.267 0.833 1.072 -0.361
1367156 1 19 3 780 38.2 124913875 38.2 1.74 1.08 0.707 -1.118 1.185 -0.995 6.574 -0.109
1353133 1 28 3 681 24 3138611 24 0 0 0.707 -1.044 0.932 -0.504 5.116 0.651
9706798 1 76 3 739 37.6 117413931 37.6 0.99 1.14 0.707 -0.649 -0.124 0.791 1.305 -0.047
1540253 1 151 3 941 40 111013936 40 1.2 1.2 0.707 -0.033 -0.789 0.075 0.795 -0.118
4111073 1 256 3 954 46 1413892 46 1.67 1.32 0.707 0.83 0.299 -0.445 2.389 -0.768
4175532 1 88 3 907 40.7 1413921 40.7 1.34 1.43 0.707 -0.551 -0.311 0.837 1.014 -0.451
3105510 1 243 3 1014 41.2 242713886 41.2 1.51 1.19 0.707 0.723 0.037 -0.694 1.647 -0.303
7853619 1 176 3 986 28.2 1087139210 28.2 0.83 1.2 0.707 0.173 -0.743 -0.382 0.783 0.563
2041492 1 62 3 877 14 2713859 14 0.42 0 0.707 -0.764 0.133 0.614 1.894 0.496
4202015 1 247 3 957 31 361213924 31 1.02 0.81 0.707 0.756 0.114 -0.632 1.841 -0.458
1463127 1 22 3 1140 32.2 100913927 32.2 0.93 0.9 0.707 -1.093 1.099 -0.822 6.053 0.204
1344155 1 269 3 1084 21 125313877 21 0 0 0.707 0.937 0.598 -0.052 3.51 -0.984
1317168 1 59 3 859 32 100813856 32 0.77 0.87 0.707 -0.789 0.194 0.557 2.065 0.605
1386050 1 40 3 832 38 115013889 38 1.38 1.17 0.707 -0.945 0.622 0.015 3.615 0.983
3091423 1 170 3 957 28.6 206713876 28.6 0.8 0.84 0.707 0.123 -0.767 -0.278 0.788 0.422
4212664 1 149 3 943 36.6 3604139312 36.6 1.34 1.2 0.707 -0.049 -0.787 0.113 0.794 -0.176
4165153 1 199 3 926 37.2 17613921 37.2 1.5 1.29 0.707 0.362 -0.584 -0.708 0.797 0.812
1293928 1 16 3 819 24 11013867 24 0.57 0.73 0.707 -1.143 1.273 -1.179 7.132 -0.491
4146754 1 214 3 964 20.6 356213911 20.6 1 0.74 0.707 0.485 -0.419 -0.821 0.899 0.647
3160475 1 187 3 948 36.4 2513936 36.4 1.06 1.08 0.707 0.263 -0.681 -0.556 0.779 0.75
3118709 1 113 3 885 36.3 251013894 36.3 1.02 1.02 0.707 -0.345 -0.602 0.686 0.791 -0.813
4201962 1 262 3 957 30 357613936 30 1.1 1.01 0.707 0.879 0.432 -0.283 2.853 -0.915
5021056 1 259 3 998 32.8 15413892 32.8 0 0 0.707 0.855 0.365 -0.368 2.611 -0.849
1538811 1 149 3 1014 25 13513937 25 0.66 0.69 0.707 -0.049 -0.787 0.113 0.794 -0.176
4203997 1 114 3 820 30 360013941 30 0.79 0.89 0.707 -0.337 -0.611 0.675 0.788 -0.812
1452944 1 132 3 946 38 106013914 38 1.08 1.14 0.707 -0.189 -0.734 0.416 0.782 -0.605
3112578 1 214 3 940 45.2 2026138811 45.2 0 0 0.707 0.485 -0.419 -0.821 0.899 0.647
3157784 1 288 3 998 21.4 12513934 21.4 0.76 0.55 0.707 1.093 1.099 0.822 6.053 -0.204
1424007 1 113 3 781 36 1234138910 36 1.08 0.86 0.707 -0.345 -0.602 0.686 0.791 -0.813
9363864 1 271 3 1051 26 27023138912 26 0.78 0 0.707 0.953 0.647 0.022 3.723 -0.978
4090534 1 55 3 754 41.2 112138611 41.2 1.38 1.11 0.707 -0.822 0.278 0.469 2.32 0.737
1482355 1 15 3 766 23 106013919 23 0.86 0.62 0.707 -1.151 1.303 -1.243 7.327 -0.635
4195688 1 262 3 916 34 3604139210 34 1.57 0.91 0.707 0.879 0.432 -0.283 2.853 -0.915
1411495 1 65 3 774 37.3 1304138812 37.3 0.99 0.85 0.707 -0.74 0.075 0.664 1.741 0.381
1520865 1 203 3 1171 33 100213939 33 1.16 0.89 0.707 0.395 -0.544 -0.748 0.813 0.795
1335880 1 84 3 762 36.1 102613869 36.1 1.27 1.11 0.707 -0.584 -0.252 0.831 1.093 -0.329
1357233 1 156 3 911 21.6 124138910 21.6 0 0 0.707 0.008 -0.79 -0.019 0.795 0.03
4112586 1 227 3 1083 31.4 3527138710 31.4 0.79 1.01 0.707 0.592 -0.237 -0.828 1.116 0.296
4081056 1 190 3 925 25.8 354313859 25.8 1.1 0.79 0.707 0.288 -0.66 -0.599 0.78 0.78
4108928 1 238 3 1001 41 360013889 41 0 0 0.707 0.682 -0.055 -0.755 1.442 -0.107
2050394 1 101 3 856 38.8 513891 38.8 0 0 0.707 -0.444 -0.479 0.794 0.851 -0.732
1569424 1 26 3 876 29.8 1367139212 29.8 0.62 0.75 0.707 -1.06 0.987 -0.606 5.414 0.526
4191039 1 73 3 775 37.8 3527139210 37.8 1.02 1.12 0.707 -0.674 -0.072 0.765 1.406 0.068
8616176 1 260 3 1002 33 39013941 33 1 1.16 0.707 0.863 0.387 -0.341 2.689 -0.873
4187370 1 257 3 1059 48.2 3579139211 48.2 1.17 1.38 0.707 0.838 0.321 -0.421 2.461 -0.796
7858683 1 129 3 1134 41.4 15620139311 41.4 1.17 1.2 0.707 -0.214 -0.718 0.465 0.78 -0.661
3122289 1 249 3 937 31.6 202613899 31.6 1.23 0 0.707 0.773 0.153 -0.596 1.949 -0.533
7856642 1 164 3 862 37.8 15515139310 37.8 0.85 1.16 0.707 0.074 -0.782 -0.168 0.793 0.261
1370557 1 299 3 1026 0 117613887 0 0 0 0.707 1.184 1.425 1.51 8.149 1.297
4074734 1 148 3 931 37.5 352213858 37.5 1.2 0 0.707 -0.058 -0.785 0.131 0.794 -0.204
4094034 1 109 3 953 36.2 353213864 36.2 0 0 0.707 -0.378 -0.565 0.729 0.804 -0.806
1336048 1 285 3 1093 36.2 101513879 36.2 1.48 1.26 0.707 1.069 1.015 0.658 5.568 -0.455
5023136 1 258 3 1096 29 15413917 29 0 0 0.707 0.847 0.343 -0.395 2.535 -0.824
1321695 1 144 3 1081 38.4 1077138611 38.4 1.46 1.34 0.707 -0.09 -0.778 0.205 0.791 -0.316
1547863 1 110 3 842 41.8 103213932 41.8 1.3 1.17 0.707 -0.37 -0.574 0.719 0.8 -0.809
1415891 1 8 3 715 33.51 104613897 33.51 1.42 0.73 0.707 -1.208 1.518 -1.723 8.814 -1.895
1346306 1 240 3 983 24.6 1046138712 24.6 0.58 0.62 0.707 0.699 -0.019 -0.733 1.52 -0.185
4087898 1 95 3 850 33 356813873 33 1.08 0.94 0.707 -0.493 -0.406 0.825 0.911 -0.626
4210613 1 201 3 931 41.1 359713939 41.1 1.41 1.24 0.707 0.378 -0.565 -0.729 0.804 0.806
1602576 1 88 3 793 44.4 110013936 44.4 1.35 1.19 0.707 -0.551 -0.311 0.837 1.014 -0.451
1310302 1 18 3 1248 15.6 117413871 15.6 0 0 0.707 -1.126 1.214 -1.055 6.756 -0.229
1597438 1 13 3 833 33 1060139310 33 1.59 1.13 0.707 -1.167 1.363 -1.374 7.729 -0.948
4116077 1 130 3 885 33.6 352713884 33.6 1.01 0.96 0.707 -0.205 -0.724 0.449 0.78 -0.643
4098273 1 160 3 1014 31 356813887 31 0.79 1.02 0.707 0.041 -0.788 -0.094 0.795 0.147
4174266 1 263 3 1159 41.8 355513939 41.8 1.25 1.2 0.707 0.888 0.455 -0.253 2.939 -0.932
2050053 1 153 3 933 40.4 513874 40.4 0.86 1.06 0.707 -0.016 -0.79 0.038 0.795 -0.059
5021705 1 167 3 993 35.5 154138911 35.5 0 0 0.707 0.099 -0.775 -0.224 0.791 0.343
1395981 1 278 3 979 34 100913903 34 0.9 1.06 0.707 1.011 0.826 0.315 4.563 -0.834
1496763 1 126 3 855 27 1354139110 27 1.28 0.99 0.707 -0.238 -0.701 0.512 0.779 -0.71
1313566 1 39 3 746 22.4 1110138510 22.4 0.99 0.68 0.707 -0.953 0.647 -0.022 3.723 0.978
7833660 1 215 3 975 21.2 1555613907 21.2 0.79 0.75 0.707 0.493 -0.406 -0.825 0.911 0.626
8417345 1 203 3 957 29 1850013939 29 0.93 1.03 0.707 0.395 -0.544 -0.748 0.813 0.795
1527372 1 187 3 888 35.6 124913924 35.6 1.22 0.91 0.707 0.263 -0.681 -0.556 0.779 0.75
1463109 1 152 3 867 39.4 1009139110 39.4 1.24 1.21 0.707 -0.025 -0.79 0.056 0.795 -0.088
3121923 1 55 3 836 0 2067138811 0 0 0 0.707 -0.822 0.278 0.469 2.32 0.737
1436876 1 99 3 875 34.4 1059139010 34.4 1.17 1.15 0.707 -0.46 -0.456 0.806 0.868 -0.702
1255939 1 36 3 836 34.8 1060138510 34.8 1.01 0.88 0.707 -0.978 0.722 -0.141 4.064 0.941
7840582 1 177 3 1010 30.6 261113935 30.6 1.07 0.9 0.707 0.181 -0.739 -0.399 0.783 0.585
1299038 1 231 3 979 18.9 123413869 18.9 0 0 0.707 0.625 -0.174 -0.811 1.217 0.157
1348009 1 164 3 902 24.4 1556313888 24.4 1.01 0.66 0.707 0.074 -0.782 -0.168 0.793 0.261
1548353 1 117 3 958 40 1336139310 40 1.06 1.2 0.707 -0.312 -0.636 0.638 0.783 -0.801
8409673 1 163 3 892 34 1852813886 34 0.58 1.33 0.707 0.066 -0.784 -0.15 0.793 0.233
9365245 1 9 3 733 28 2702713904 28 0.76 0 0.707 -1.2 1.487 -1.651 8.587 -1.686
1551646 1 123 3 1016 34 149113933 34 1.23 0.93 0.707 -0.263 -0.681 0.556 0.779 -0.75
1328565 1 78 3 794 39 113613866 39 1.5 1.29 0.707 -0.633 -0.157 0.805 1.245 -0.121
1483973 1 53 3 811 36 123413918 36 0 0 0.707 -0.838 0.321 0.421 2.461 0.796
5012868 1 86 3 845 31.2 502813873 31.2 0.97 1 0.707 -0.567 -0.282 0.835 1.052 -0.392
8616970 1 18 3 729 30 390139311 30 0.99 0.97 0.707 -1.126 1.214 -1.055 6.756 -0.229
1479946 1 140 3 833 14.2 129213918 14.2 0.51 0.42 0.707 -0.123 -0.767 0.278 0.788 -0.422
5309218 1 295 2 1115 11 215138710 11 0.35 0 0.707 1.151 1.303 1.243 7.327 0.635
4234309 1 242 3 981 47.3 360113941 47.3 0 0 0.707 0.715 0.018 -0.707 1.603 -0.264
3144537 1 168 3 1072 52 250913924 52 1.33 1.63 0.707 0.107 -0.773 -0.242 0.79 0.37
1485519 1 210 3 896 31.2 1565113923 31.2 0.98 0.96 0.707 0.452 -0.467 -0.801 0.859 0.718
4080624 1 53 3 788 45.6 352313858 45.6 1.6 0 0.707 -0.838 0.321 0.421 2.461 0.796
9711158 1 66 3 765 27 1234139312 27 0 0 0.707 -0.732 0.056 0.679 1.693 0.342
6023637 1 278 3 987 18 801513907 18 0.71 0.62 0.707 1.011 0.826 0.315 4.563 -0.834
3119429 1 66 3 857 28.7 205413894 28.7 1.05 0 0.707 -0.732 0.056 0.679 1.693 0.342
5010881 1 263 3 998 34 154138510 34 0 0 0.707 0.888 0.455 -0.253 2.939 -0.932
4109016 1 182 3 1297 34.8 3600138910 34.8 0.97 1.1 0.707 0.222 -0.713 -0.481 0.779 0.678
3168540 1 211 3 1001 31.5 205413943 31.5 1.22 1.23 0.707 0.46 -0.456 -0.806 0.868 0.702
4094798 1 261 3 1045 26 352213879 26 1.23 1 0.707 0.871 0.41 -0.312 2.77 -0.895
5020490 1 75 3 867 29 154138712 29 0 0 0.707 -0.658 -0.107 0.783 1.337 -0.009
3131705 1 106 3 833 31.25 201713903 31.25 1.38 1.16 0.707 -0.403 -0.534 0.757 0.818 -0.787
4099844 1 158 3 928 27.6 352513877 27.6 0 0 0.707 0.025 -0.79 -0.056 0.795 0.088
5021193 1 298 3 1100 33 15413897 33 1.52 0.92 0.707 1.175 1.394 1.441 7.937 1.118
1519813 1 101 3 843 35 117813918 35 1.13 1.1 0.707 -0.444 -0.479 0.794 0.851 -0.732
1382052 1 268 3 1171 31.8 128613892 31.8 1.21 0.69 0.707 0.929 0.573 -0.088 3.408 -0.983
4168450 1 210 3 947 37.4 3594139112 37.4 1.04 1.05 0.707 0.452 -0.467 -0.801 0.859 0.718
5629412 1 174 3 1352 33 7225138910 33 0 0 0.707 0.156 -0.752 -0.348 0.785 0.519
4188683 1 168 3 985 35 359713931 35 0.73 1.05 0.707 0.107 -0.773 -0.242 0.79 0.37
1510222 1 32 4 712 48.8 22413918 48.8 1.3 1.49 0.707 -1.011 0.826 -0.315 4.563 0.834
1500169 1 65 3 840 37 1234139112 37 1.07 1.07 0.707 -0.74 0.075 0.664 1.741 0.381
3098249 1 194 3 926 36 20913876 36 0.72 0 0.707 0.321 -0.628 -0.651 0.785 0.806
4224384 1 221 3 1019 26.2 363713942 26.2 0.88 0.81 0.707 0.542 -0.325 -0.837 0.997 0.479
4185414 1 272 3 1095 39 360013936 39 1.05 1.18 0.707 0.962 0.672 0.061 3.833 -0.969
1478119 1 269 3 1017 29.9 2013923 29.9 2.37 0.82 0.707 0.937 0.598 -0.052 3.51 -0.984
7850753 1 107 3 890 35 1553713938 35 1.12 1.05 0.707 -0.395 -0.544 0.748 0.813 -0.795
4166093 1 108 4 814 36 3558139111 36 1.18 1.03 0.707 -0.386 -0.555 0.738 0.808 -0.801
1526318 1 12 3 688 28.8 1551513921 28.8 1.12 0.89 0.707 -1.175 1.394 -1.441 7.937 -1.118
5023320 1 44 3 742 45.4 15413909 45.4 0 0 0.707 -0.912 0.526 0.157 3.212 0.971
1591521 1 37 3 802 38 1446139210 38 0.68 1.05 0.707 -0.97 0.697 -0.101 3.947 0.957
1460841 1 33 3 788 39 106013916 39 0.87 1.15 0.707 -1.003 0.799 -0.27 4.434 0.867
1640827 1 162 3 898 30.9 1100139310 30.9 1.11 0.99 0.707 0.058 -0.785 -0.131 0.794 0.204
4184164 1 177 3 905 38.8 356913925 38.8 1.02 1.2 0.707 0.181 -0.739 -0.399 0.783 0.585
1474348 1 143 3 956 35.4 133013912 35.4 0.51 1.23 0.707 -0.099 -0.775 0.224 0.791 -0.343
1308069 1 185 3 972 38.8 13513862 38.8 1.18 1.11 0.707 0.247 -0.694 -0.527 0.779 0.724
7406478 1 119 3 937 31.4 184138511 31.4 1.18 1.05 0.707 -0.296 -0.652 0.612 0.781 -0.788
6930925 1 57 3 737 16.2 24513906 16.2 0.6 0 0.707 -0.806 0.235 0.515 2.188 0.673
1312044 1 111 3 846 33 1150138510 33 1.14 0.95 0.707 -0.362 -0.584 0.708 0.797 -0.812
2056128 1 61 3 790 24.8 1013909 24.8 0.77 0.79 0.707 -0.773 0.153 0.596 1.949 0.533
1330650 1 138 3 864 33 1052138612 33 1.46 1.08 0.707 -0.14 -0.76 0.313 0.787 -0.472
4115665 1 71 4 775 26 355813894 26 0.75 0.72 0.707 -0.69 -0.037 0.744 1.48 0.146
3105007 1 172 3 860 25.6 15613881 25.6 0.86 0.73 0.707 0.14 -0.76 -0.313 0.787 0.472
1358122 1 145 3 906 0 102313888 0 0 0 0.707 -0.082 -0.78 0.187 0.792 -0.289
1431246 1 217 3 1037 27 125113905 27 0.94 0.78 0.707 0.51 -0.38 -0.831 0.936 0.582
3140522 1 12 3 686 36.6 220913909 36.6 0.44 1.35 0.707 -1.175 1.394 -1.441 7.937 -1.118
1349017 1 62 3 783 38 10513891 38 1.16 1.05 0.707 -0.764 0.133 0.614 1.894 0.496
4183552 1 97 3 923 32.2 357913925 32.2 0.61 0.9 0.707 -0.477 -0.431 0.816 0.888 -0.666
5020501 1 60 3 771 31 15413879 31 0 0 0.707 -0.781 0.174 0.577 2.006 0.569
1408041 1 83 3 832 28.8 118213895 28.8 1.01 0.75 0.707 -0.592 -0.237 0.828 1.116 -0.296
4160704 1 179 3 932 42.8 352213922 42.8 1.07 1.18 0.707 0.197 -0.729 -0.432 0.781 0.625
1531247 1 241 3 944 36 313926 36 1.21 1.17 0.707 0.707 0 -0.72 1.56 -0.225
